Player,Scores
Paul Millsap\millspa01,0.06628013147997114
Dwight Powell\poweldw01,0.06628013147997114
Jordan McRae\mcraejo01,0.06707789837664774
Jarred Vanderbilt\vandeja01,0.06841869422058211
Keldon Johnson\johnske04,0.06846785612393808
Dāvis Bertāns\bertada01,0.06868180138408214
Patrick Beverley\beverpa01,0.06868456545143359
Donovan Mitchell\mitchdo01,0.0690254752673346
Terry Rozier\roziete01,0.0690254752673346
Otto Porter\porteot01,0.0693467929098906
Bogdan Bogdanović\bogdabo01,0.06968766995203607
Shaquille Harrison\harrish01,0.06995002866372257
Stanley Johnson\johnsst04,0.07036303191610249
Cam Reddish\reddica01,0.07051494647260287
Danuel House\houseda01,0.07094131869578374
Ky Bowman\bowmaky01,0.07099478830343064
CJ McCollum\mccolcj01,0.07099699441039259
Mason Plumlee\plumlma01,0.0714659167459828
Bruce Brown\brownbr01,0.07156180305774712
Admiral Schofield\schofad01,0.07161463268661672
Terrence Ross\rosste01,0.07170792982973806
Josh Okogie\okogijo01,0.0719650791035697
Stephen Curry\curryst01,0.07203911184931511
Mike Conley\conlemi01,0.07210761527085036
Sterling Brown\brownst02,0.07251018697824091
Tim Hardaway Jr.\hardati02,0.07251018697824091
Chandler Parsons\parsoch01,0.07298914466799611
Chris Chiozza\chiozch01,0.07299690567644468
Malcolm Brogdon\brogdma01,0.07303485696020479
Joe Ingles\inglejo01,0.07309786469013713
Victor Oladipo\oladivi01,0.07309786469013713
Doug McDermott\mcderdo01,0.07351113808549042
Amir Coffey\coffeam01,0.07379165353124328
Yuta Watanabe\watanyu01,0.07379165353124328
Edmond Sumner\sumneed01,0.07379536807003378
Yogi Ferrell\ferreyo01,0.07383971312686788
Raul Neto\netora01,0.07383971312686788
Devonte' Graham\grahade01,0.07393752308544604
Damian Lillard\lillada01,0.07394922682127414
George Hill\hillge01,0.07406908581338956
Darius Garland\garlada01,0.07464353050687061
D'Angelo Russell\russeda01,0.07488949114114452
Alize Johnson\johnsal02,0.07490256956995822
Dragan Bender\bendedr01,0.0751097554645655
Buddy Hield\hieldbu01,0.07545851225045369
Jamal Murray\murraja01,0.07555927151303188
Wenyen Gabriel\gabriwe01,0.07621714320411083
Mike Scott\scottmi01,0.07650893546187382
RJ Barrett\barrerj01,0.07694133357720151
Malik Beasley\beaslma01,0.0770636386781482
Kevin Huerter\huertke01,0.07725021611492722
Anthony Tolliver\tollian01,0.07742323529154144
Zach Collins\colliza01,0.07777525522813844
Kelan Martin\martike03,0.07779580685226473
Marcus Morris\morrima03,0.07781476195400927
Naz Mitrou-Long\mitrona01,0.07791080794963962
Jeff Green\greenje02,0.07792368441417319
Trey Burke\burketr01,0.07798154921219053
Caleb Martin\martica02,0.07806409277554255
Sindarius Thornwell\thornsi01,0.07879742768460252
J.J. Barea\bareajo01,0.07888837787103986
Harrison Barnes\barneha02,0.07889561237971182
Cody Zeller\zelleco01,0.07947099359212534
Tyson Chandler\chandty01,0.07991809073014583
Jevon Carter\carteje01,0.079984071454763
Alec Burks\burksal01,0.08008047813090469
Solomon Hill\hillso01,0.08016863833568871
Mike Muscala\muscami01,0.0803258842996768
Willy Hernangómez\hernawi01,0.08051840074988414
Marcus Morris\morrima03,0.08071270122830532
Justin Jackson\jacksju01,0.08091924270253731
Wenyen Gabriel\gabriwe01,0.0809335014045634
Miye Oni\onimi01,0.08143200492608177
Frank Ntilikina\ntilila01,0.08153665841203317
Pat Connaughton\connapa01,0.08166974444782071
Joakim Noah\noahjo01,0.0820429397482284
Joe Harris\harrijo01,0.08208436593000346
Marvin Williams\willima02,0.0827363323147553
Tyler Herro\herroty01,0.082832087901071
Garrison Mathews\mathega01,0.0830649845134348
Anthony Tolliver\tollian01,0.0830649845134348
Malik Beasley\beaslma01,0.08346977323619525
Dennis Schröder\schrode01,0.08355794633246144
Dillon Brooks\brookdi01,0.08358998302879361
Brad Wanamaker\wanambr01,0.08359819078193598
Ty Jerome\jeromty01,0.08360644828020836
Theo Pinson\pinsoth01,0.08360644828020836
Iman Shumpert\shumpim01,0.08371583264672966
Eric Bledsoe\bledser01,0.08381933708278577
Kelly Olynyk\olynyke01,0.08406421236347394
Chris Chiozza\chiozch01,0.08409009019822078
Frank Mason III\masonfr01,0.08409009019822078
Grant Williams\willigr01,0.08414564970525873
Cameron Payne\payneca01,0.08427601942016816
Juan Hernangómez\hernaju01,0.08428462296943684
Luke Kennard\kennalu01,0.08428462296943684
Maurice Harkless\harklma01,0.08444377627108185
Evan Turner\turneev01,0.08446155289157142
Al-Farouq Aminu\aminual01,0.08446286129940106
Cheick Diallo\diallch01,0.08448352064002906
Juan Toscano-Anderson\toscaju01,0.08480583338306036
Sviatoslav Mykhailiuk\mykhasv01,0.084884874773629
Kentavious Caldwell-Pope\caldwke01,0.08516185893482647
Monte Morris\morrimo01,0.08516185893482647
Michael Kidd-Gilchrist\kiddgmi01,0.08564001597994536
Rodney Hood\hoodro01,0.0856624510143082
